lat_grid,lon_grid,hour,crime_count
34.0,-118.31,6,62
34.0,-118.31,7,80
34.0,-118.31,8,122
34.0,-118.31,9,84
34.0,-118.31,10,87
34.0,-118.31,11,100
34.0,-118.31,12,145
34.0,-118.31,13,104
34.0,-118.31,14,123
34.0,-118.31,15,122
34.0,-118.31,16,121
34.0,-118.31,17,106
34.0,-118.31,18,146
34.0,-118.31,19,112
34.0,-118.31,20,125
34.0,-118.31,21,124
34.0,-118.31,22,119
34.0,-118.31,23,103
34.0,-118.3,0,105
34.0,-118.3,1,60
34.0,-118.3,2,43
34.0,-118.3,3,44
34.0,-118.3,4,52
34.0,-118.3,5,28
34.0,-118.3,6,56
34.0,-118.3,7,64
34.0,-118.3,8,85
34.0,-118.3,9,79
34.0,-118.3,10,118
34.0,-118.3,11,119
34.0,-118.3,12,159
34.0,-118.3,13,96
34.0,-118.3,14,109
34.0,-118.3,15,133
34.0,-118.3,16,142
34.0,-118.3,17,128
34.0,-118.3,18,134
34.0,-118.3,19,144
34.0,-118.3,20,111
34.0,-118.3,21,130
34.0,-118.3,22,133
34.0,-118.3,23,116
34.0,-118.29,0,118
34.0,-118.29,1,90
34.0,-118.29,2,52
34.0,-118.29,3,57
34.0,-118.29,4,57
34.0,-118.29,5,42
34.0,-118.29,6,80
34.0,-118.29,7,90
34.0,-118.29,8,111
34.0,-118.29,9,104
34.0,-118.29,10,111
34.0,-118.29,11,109
34.0,-118.29,12,158
34.0,-118.29,13,125
34.0,-118.29,14,141
34.0,-118.29,15,144
34.0,-118.29,16,141
34.0,-118.29,17,186
34.0,-118.29,18,179
34.0,-118.29,19,178
34.0,-118.29,20,200
34.0,-118.29,21,153
34.0,-118.29,22,157
34.0,-118.29,23,149
34.0,-118.28,0,117
34.0,-118.28,1,78
34.0,-118.28,2,69
34.0,-118.28,3,50
34.0,-118.28,4,50
34.0,-118.28,5,43
34.0,-118.28,6,60
34.0,-118.28,7,67
34.0,-118.28,8,88
34.0,-118.28,9,126
34.0,-118.28,10,108
34.0,-118.28,11,141
34.0,-118.28,12,187
34.0,-118.28,13,153
34.0,-118.28,14,172
34.0,-118.28,15,164
34.0,-118.28,16,165
34.0,-118.28,17,182
34.0,-118.28,18,206
34.0,-118.28,19,185
34.0,-118.28,20,187
34.0,-118.28,21,140
34.0,-118.28,22,123
34.0,-118.28,23,101
34.0,-118.27,0,100
34.0,-118.27,1,77
34.0,-118.27,2,51
34.0,-118.27,3,62
34.0,-118.27,4,39
34.0,-118.27,5,32
34.0,-118.27,6,66
34.0,-118.27,7,56
34.0,-118.27,8,94
34.0,-118.27,9,76
34.0,-118.27,10,82
34.0,-118.27,11,109
34.0,-118.27,12,129
34.0,-118.27,13,85
34.0,-118.27,14,97
34.0,-118.27,15,110
34.0,-118.27,16,118
34.0,-118.27,17,137
34.0,-118.27,18,149
34.0,-118.27,19,137
34.0,-118.27,20,142
34.0,-118.27,21,151
34.0,-118.27,22,148
34.0,-118.27,23,102
34.0,-118.26,0,89
34.0,-118.26,1,57
34.0,-118.26,2,39
34.0,-118.26,3,32
34.0,-118.26,4,25
34.0,-118.26,5,25
34.0,-118.26,6,41
34.0,-118.26,7,47
34.0,-118.26,8,75
34.0,-118.26,9,56
34.0,-118.26,10,75
34.0,-118.26,11,68
34.0,-118.26,12,108
34.0,-118.26,13,72
34.0,-118.26,14,115
34.0,-118.26,15,104
34.0,-118.26,16,93
34.0,-118.26,17,105
34.0,-118.26,18,112
34.0,-118.26,19,91
34.0,-118.26,20,115
34.0,-118.26,21,92
34.0,-118.26,22,85
34.0,-118.26,23,51
34.0,-118.25,0,59
34.0,-118.25,1,49
34.0,-118.25,2,36
34.0,-118.25,3,23
34.0,-118.25,4,27
34.0,-118.25,5,31
34.0,-118.25,6,43
34.0,-118.25,7,43
34.0,-118.25,8,62
34.0,-118.25,9,57
34.0,-118.25,10,58
34.0,-118.25,11,66
34.0,-118.25,12,91
34.0,-118.25,13,82
34.0,-118.25,14,85
34.0,-118.25,15,102
34.0,-118.25,16,93
34.0,-118.25,17,105
34.0,-118.25,18,91
34.0,-118.25,19,69
34.0,-118.25,20,84
34.0,-118.25,21,76
34.0,-118.25,22,77
34.0,-118.25,23,55
34.0,-118.24000000000001,0,4
34.0,-118.24000000000001,1,4
34.0,-118.24000000000001,2,3
34.0,-118.24000000000001,3,7
34.0,-118.24000000000001,4,1
34.0,-118.24000000000001,5,3
34.0,-118.24000000000001,7,3
34.0,-118.24000000000001,8,3
34.0,-118.24000000000001,9,6
34.0,-118.24000000000001,10,5
34.0,-118.24000000000001,11,9
34.0,-118.24000000000001,12,21
34.0,-118.24000000000001,13,13
34.0,-118.24000000000001,14,10
34.0,-118.24000000000001,15,16
34.0,-118.24000000000001,16,12
34.0,-118.24000000000001,17,10
34.0,-118.24000000000001,18,9
34.0,-118.24000000000001,19,7
34.0,-118.24000000000001,20,5
34.0,-118.24000000000001,21,6
34.0,-118.24000000000001,22,7
34.0,-118.24000000000001,23,6
34.01,-118.46000000000001,1,1
34.01,-118.46000000000001,3,1
34.01,-118.46000000000001,4,1
34.01,-118.46000000000001,7,1
34.01,-118.46000000000001,9,1
34.01,-118.46000000000001,10,2
34.01,-118.46000000000001,12,1
34.01,-118.46000000000001,13,3
34.01,-118.46000000000001,16,1
34.01,-118.46000000000001,17,4
34.01,-118.46000000000001,18,2
34.01,-118.46000000000001,19,1
34.01,-118.46000000000001,20,3
34.01,-118.46000000000001,22,1
34.01,-118.45,0,8
34.01,-118.45,1,3
34.01,-118.45,2,14
34.01,-118.45,3,9
34.01,-118.45,4,3
34.01,-118.45,5,4
34.01,-118.45,6,6
34.01,-118.45,7,4
34.01,-118.45,8,9
34.01,-118.45,9,8
34.01,-118.45,10,8
34.01,-118.45,11,10
34.01,-118.45,12,15
34.01,-118.45,13,4
34.01,-118.45,14,15
34.01,-118.45,15,15
34.01,-118.45,16,12
34.01,-118.45,17,18
34.01,-118.45,18,16
34.01,-118.45,19,7
34.01,-118.45,20,13
34.01,-118.45,21,19
34.01,-118.45,22,10
34.01,-118.45,23,6
34.01,-118.44,0,10
34.01,-118.44,1,12
34.01,-118.44,2,15
34.01,-118.44,3,16
34.01,-118.44,4,8
34.01,-118.44,5,9
34.01,-118.44,6,8
34.01,-118.44,7,11
34.01,-118.44,8,8
34.01,-118.44,9,17
34.01,-118.44,10,10
34.01,-118.44,11,4
34.01,-118.44,12,33
34.01,-118.44,13,12
34.01,-118.44,14,18
34.01,-118.44,15,18
34.01,-118.44,16,24
34.01,-118.44,17,26
34.01,-118.44,18,31
34.01,-118.44,19,20
34.01,-118.44,20,23
34.01,-118.44,21,24
34.01,-118.44,22,23
34.01,-118.44,23,20
34.01,-118.43,0,32
34.01,-118.43,1,15
34.01,-118.43,2,16
34.01,-118.43,3,16
34.01,-118.43,4,27
34.01,-118.43,5,22
34.01,-118.43,6,12
34.01,-118.43,7,25
34.01,-118.43,8,34
34.01,-118.43,9,32
34.01,-118.43,10,36
34.01,-118.43,11,32
34.01,-118.43,12,54
34.01,-118.43,13,37
34.01,-118.43,14,40
34.01,-118.43,15,52
34.01,-118.43,16,45
34.01,-118.43,17,53
34.01,-118.43,18,61
34.01,-118.43,19,54
34.01,-118.43,20,47
34.01,-118.43,21,41
34.01,-118.43,22,31
34.01,-118.43,23,23
34.01,-118.42,0,35
34.01,-118.42,1,21
34.01,-118.42,2,21
34.01,-118.42,3,19
34.01,-118.42,4,15
34.01,-118.42,5,16
34.01,-118.42,6,25
34.01,-118.42,7,21
34.01,-118.42,8,30
34.01,-118.42,9,29
34.01,-118.42,10,43
34.01,-118.42,11,40
34.01,-118.42,12,62
34.01,-118.42,13,47
34.01,-118.42,14,38
34.01,-118.42,15,44
34.01,-118.42,16,49
34.01,-118.42,17,71
34.01,-118.42,18,61
34.01,-118.42,19,42
34.01,-118.42,20,61
34.01,-118.42,21,45
34.01,-118.42,22,42
34.01,-118.42,23,34
34.01,-118.41,0,14
34.01,-118.41,1,6
34.01,-118.41,2,13
34.01,-118.41,3,14
34.01,-118.41,4,7
34.01,-118.41,5,7
34.01,-118.41,6,10
34.01,-118.41,7,13
34.01,-118.41,8,9
34.01,-118.41,9,7
34.01,-118.41,10,10
34.01,-118.41,11,6
34.01,-118.41,12,33
34.01,-118.41,13,8
34.01,-118.41,14,14
34.01,-118.41,15,23
34.01,-118.41,16,5
34.01,-118.41,17,25
34.01,-118.41,18,23
34.01,-118.41,19,14
34.01,-118.41,20,14
34.01,-118.41,21,11
34.01,-118.41,22,18
34.01,-118.41,23,14
34.01,-118.38,1,1
34.01,-118.38,3,1
34.01,-118.38,5,3
34.01,-118.38,6,1
34.01,-118.38,7,1
34.01,-118.38,8,5
34.01,-118.38,9,2
34.01,-118.38,11,3
34.01,-118.38,12,4
34.01,-118.38,13,2
34.01,-118.38,14,4
34.01,-118.38,15,2
34.01,-118.38,16,3
34.01,-118.38,17,2
34.01,-118.38,18,4
34.01,-118.38,19,1
34.01,-118.38,20,1
34.01,-118.38,21,1
34.01,-118.38,22,2
34.01,-118.38,23,1
34.01,-118.37,0,12
34.01,-118.37,1,7
34.01,-118.37,2,6
34.01,-118.37,3,8
34.01,-118.37,4,4
34.01,-118.37,5,6
34.01,-118.37,6,8
34.01,-118.37,7,11
34.01,-118.37,8,18
34.01,-118.37,9,12
34.01,-118.37,10,27
34.01,-118.37,11,14
34.01,-118.37,12,40
34.01,-118.37,13,30
34.01,-118.37,14,18
34.01,-118.37,15,24
34.01,-118.37,16,30
34.01,-118.37,17,29
34.01,-118.37,18,30
34.01,-118.37,19,29
34.01,-118.37,20,19
34.01,-118.37,21,10
34.01,-118.37,22,11
34.01,-118.37,23,16
34.01,-118.36,0,123
34.01,-118.36,1,79
34.01,-118.36,2,50
34.01,-118.36,3,45
34.01,-118.36,4,30
34.01,-118.36,5,30
34.01,-118.36,6,47
34.01,-118.36,7,74
34.01,-118.36,8,86
34.01,-118.36,9,76
34.01,-118.36,10,88
34.01,-118.36,11,102
34.01,-118.36,12,159
34.01,-118.36,13,93
34.01,-118.36,14,95
34.01,-118.36,15,116
34.01,-118.36,16,107
34.01,-118.36,17,122
34.01,-118.36,18,123
34.01,-118.36,19,92
34.01,-118.36,20,121
34.01,-118.36,21,104
34.01,-118.36,22,116
34.01,-118.36,23,75
34.01,-118.35000000000001,0,184
34.01,-118.35000000000001,1,109
34.01,-118.35000000000001,2,73
34.01,-118.35000000000001,3,81
34.01,-118.35000000000001,4,49
34.01,-118.35000000000001,5,41
34.01,-118.35000000000001,6,110
34.01,-118.35000000000001,7,118
34.01,-118.35000000000001,8,149
34.01,-118.35000000000001,9,138
34.01,-118.35000000000001,10,155
34.01,-118.35000000000001,11,150
34.01,-118.35000000000001,12,264
34.01,-118.35000000000001,13,147
34.01,-118.35000000000001,14,164
34.01,-118.35000000000001,15,163
34.01,-118.35000000000001,16,169
34.01,-118.35000000000001,17,174
34.01,-118.35000000000001,18,140
34.01,-118.35000000000001,19,150
34.01,-118.35000000000001,20,153
34.01,-118.35000000000001,21,146
34.01,-118.35000000000001,22,156
34.01,-118.35000000000001,23,129
34.01,-118.34,0,43
34.01,-118.34,1,34
34.01,-118.34,2,25
34.01,-118.34,3,17
34.01,-118.34,4,14
34.01,-118.34,5,12
34.01,-118.34,6,27
34.01,-118.34,7,45
34.01,-118.34,8,53
34.01,-118.34,9,61
34.01,-118.34,10,74
34.01,-118.34,11,97
34.01,-118.34,12,101
34.01,-118.34,13,95
34.01,-118.34,14,113
34.01,-118.34,15,100
34.01,-118.34,16,118
34.01,-118.34,17,110
34.01,-118.34,18,110
34.01,-118.34,19,96
34.01,-118.34,20,82
34.01,-118.34,21,68
34.01,-118.34,22,61
34.01,-118.34,23,52
34.01,-118.33,0,33
34.01,-118.33,1,22
34.01,-118.33,2,20
34.01,-118.33,3,14
34.01,-118.33,4,11
34.01,-118.33,5,21
34.01,-118.33,6,13
34.01,-118.33,7,14
34.01,-118.33,8,35
34.01,-118.33,9,29
34.01,-118.33,10,36
34.01,-118.33,11,41
34.01,-118.33,12,49
34.01,-118.33,13,37
34.01,-118.33,14,42
34.01,-118.33,15,40
34.01,-118.33,16,45
34.01,-118.33,17,37
34.01,-118.33,18,56
34.01,-118.33,19,33
34.01,-118.33,20,33
34.01,-118.33,21,38
34.01,-118.33,22,40
34.01,-118.33,23,39
34.01,-118.32000000000001,0,126
34.01,-118.32000000000001,1,40
34.01,-118.32000000000001,2,31
34.01,-118.32000000000001,3,40
34.01,-118.32000000000001,4,21
34.01,-118.32000000000001,5,22
34.01,-118.32000000000001,6,32
34.01,-118.32000000000001,7,43
34.01,-118.32000000000001,8,50
34.01,-118.32000000000001,9,74
34.01,-118.32000000000001,10,72
34.01,-118.32000000000001,11,71
34.01,-118.32000000000001,12,82
34.01,-118.32000000000001,13,79
34.01,-118.32000000000001,14,67
34.01,-118.32000000000001,15,100
34.01,-118.32000000000001,16,68
34.01,-118.32000000000001,17,92
34.01,-118.32000000000001,18,97
34.01,-118.32000000000001,19,83
34.01,-118.32000000000001,20,90
34.01,-118.32000000000001,21,45
34.01,-118.32000000000001,22,90
34.01,-118.32000000000001,23,40
34.01,-118.31,0,84
34.01,-118.31,1,65
34.01,-118.31,2,53
34.01,-118.31,3,43
34.01,-118.31,4,37
34.01,-118.31,5,36
34.01,-118.31,6,72
34.01,-118.31,7,57
34.01,-118.31,8,100
34.01,-118.31,9,77
34.01,-118.31,10,122
34.01,-118.31,11,127
34.01,-118.31,12,176
34.01,-118.31,13,130
34.01,-118.31,14,128
34.01,-118.31,15,145
34.01,-118.31,16,147
34.01,-118.31,17,143
34.01,-118.31,18,139
34.01,-118.31,19,137
34.01,-118.31,20,143
34.01,-118.31,21,131
34.01,-118.31,22,118
34.01,-118.31,23,114
34.01,-118.3,0,98
34.01,-118.3,1,74
34.01,-118.3,2,48
34.01,-118.3,3,45
34.01,-118.3,4,39
34.01,-118.3,5,47
34.01,-118.3,6,70
34.01,-118.3,7,78
34.01,-118.3,8,121
34.01,-118.3,9,103
34.01,-118.3,10,114
34.01,-118.3,11,120
34.01,-118.3,12,163
34.01,-118.3,13,132
34.01,-118.3,14,140
34.01,-118.3,15,182
34.01,-118.3,16,133
34.01,-118.3,17,162
34.01,-118.3,18,166
34.01,-118.3,19,168
34.01,-118.3,20,149
34.01,-118.3,21,138
34.01,-118.3,22,156
34.01,-118.3,23,104
34.01,-118.29,0,63
34.01,-118.29,1,37
34.01,-118.29,2,29
34.01,-118.29,3,19
34.01,-118.29,4,19
34.01,-118.29,5,21
34.01,-118.29,6,26
34.01,-118.29,7,49
34.01,-118.29,8,64
34.01,-118.29,9,53
34.01,-118.29,10,74
34.01,-118.29,11,82
34.01,-118.29,12,119
34.01,-118.29,13,82
34.01,-118.29,14,84
34.01,-118.29,15,92
34.01,-118.29,16,95
34.01,-118.29,17,109
34.01,-118.29,18,144
34.01,-118.29,19,129
34.01,-118.29,20,140
34.01,-118.29,21,160
34.01,-118.29,22,131
34.01,-118.29,23,108
34.01,-118.28,0,97
34.01,-118.28,1,73
34.01,-118.28,2,69
34.01,-118.28,3,51
34.01,-118.28,4,38
34.01,-118.28,5,49
34.01,-118.28,6,56
34.01,-118.28,7,79
34.01,-118.28,8,94
34.01,-118.28,9,98
34.01,-118.28,10,82
34.01,-118.28,11,92
34.01,-118.28,12,122
34.01,-118.28,13,108
34.01,-118.28,14,108
34.01,-118.28,15,112
34.01,-118.28,16,111
34.01,-118.28,17,136
34.01,-118.28,18,154
34.01,-118.28,19,127
34.01,-118.28,20,90
34.01,-118.28,21,92
34.01,-118.28,22,114
34.01,-118.28,23,99
34.01,-118.27,0,82
34.01,-118.27,1,72
34.01,-118.27,2,55
34.01,-118.27,3,41
34.01,-118.27,4,51
34.01,-118.27,5,35
34.01,-118.27,6,52
34.01,-118.27,7,56
34.01,-118.27,8,77
34.01,-118.27,9,98
34.01,-118.27,10,105
34.01,-118.27,11,106
34.01,-118.27,12,128
34.01,-118.27,13,96
34.01,-118.27,14,116
34.01,-118.27,15,107
34.01,-118.27,16,117
34.01,-118.27,17,140
34.01,-118.27,18,143
34.01,-118.27,19,129
34.01,-118.27,20,139
34.01,-118.27,21,117
34.01,-118.27,22,126
34.01,-118.27,23,92
34.01,-118.26,0,81
34.01,-118.26,1,63
34.01,-118.26,2,45
34.01,-118.26,3,34
34.01,-118.26,4,35
34.01,-118.26,5,24
34.01,-118.26,6,44
34.01,-118.26,7,55
34.01,-118.26,8,109
34.01,-118.26,9,70
34.01,-118.26,10,62
34.01,-118.26,11,64
34.01,-118.26,12,161
34.01,-118.26,13,73
34.01,-118.26,14,88
34.01,-118.26,15,106
34.01,-118.26,16,109
34.01,-118.26,17,134
34.01,-118.26,18,108
34.01,-118.26,19,127
34.01,-118.26,20,102
34.01,-118.26,21,110
34.01,-118.26,22,94
34.01,-118.26,23,77
34.01,-118.25,0,48
34.01,-118.25,1,35
34.01,-118.25,2,41
34.01,-118.25,3,36
34.01,-118.25,4,32
34.01,-118.25,5,23
34.01,-118.25,6,31
34.01,-118.25,7,28
34.01,-118.25,8,38
34.01,-118.25,9,39
34.01,-118.25,10,42
34.01,-118.25,11,43
34.01,-118.25,12,65
34.01,-118.25,13,47
34.01,-118.25,14,41
34.01,-118.25,15,57
34.01,-118.25,16,69
34.01,-118.25,17,67
34.01,-118.25,18,93
34.01,-118.25,19,51
34.01,-118.25,20,63
34.01,-118.25,21,60
34.01,-118.25,22,53
34.01,-118.25,23,44
34.01,-118.24000000000001,0,12
34.01,-118.24000000000001,1,15
34.01,-118.24000000000001,2,11
34.01,-118.24000000000001,3,10
34.01,-118.24000000000001,4,6
34.01,-118.24000000000001,5,4
34.01,-118.24000000000001,6,8
34.01,-118.24000000000001,7,18
34.01,-118.24000000000001,8,12
34.01,-118.24000000000001,9,7
34.01,-118.24000000000001,10,7
34.01,-118.24000000000001,11,8
34.01,-118.24000000000001,12,19
34.01,-118.24000000000001,13,13
34.01,-118.24000000000001,14,12
34.01,-118.24000000000001,15,10
34.01,-118.24000000000001,16,10
34.01,-118.24000000000001,17,14
34.01,-118.24000000000001,18,24
34.01,-118.24000000000001,19,16
34.01,-118.24000000000001,20,11
34.01,-118.24000000000001,21,8
34.01,-118.24000000000001,22,10
34.01,-118.24000000000001,23,15
34.01,-118.23,0,3
34.01,-118.23,1,13
34.01,-118.23,2,6
34.01,-118.23,3,11
34.01,-118.23,4,4
34.01,-118.23,5,5
34.01,-118.23,6,2
34.01,-118.23,7,3
34.01,-118.23,8,2
34.01,-118.23,10,5
34.01,-118.23,11,7
34.01,-118.23,12,8
34.01,-118.23,13,8
34.01,-118.23,14,12
34.01,-118.23,15,6
34.01,-118.23,16,8
34.01,-118.23,17,5
34.01,-118.23,18,8
34.01,-118.23,19,2
34.01,-118.23,20,2
34.01,-118.23,21,6
34.01,-118.23,22,4
34.01,-118.23,23,11
34.01,-118.22,0,10
34.01,-118.22,1,9
34.01,-118.22,2,13
34.01,-118.22,3,17
34.01,-118.22,4,9
34.01,-118.22,5,11
34.01,-118.22,6,11
34.01,-118.22,7,18
34.01,-118.22,8,10
34.01,-118.22,9,16
34.01,-118.22,10,10
34.01,-118.22,11,11
34.01,-118.22,12,19
34.01,-118.22,13,17
34.01,-118.22,14,21
34.01,-118.22,15,16
34.01,-118.22,16,19
34.01,-118.22,17,29
34.01,-118.22,18,26
34.01,-118.22,19,13
34.01,-118.22,20,12
34.01,-118.22,21,10
34.01,-118.22,22,18
34.01,-118.22,23,20
34.01,-118.21000000000001,0,37
34.01,-118.21000000000001,1,26
34.01,-118.21000000000001,2,30
34.01,-118.21000000000001,3,28
34.01,-118.21000000000001,4,42
34.01,-118.21000000000001,5,21
34.01,-118.21000000000001,6,30
34.01,-118.21000000000001,7,34
34.01,-118.21000000000001,8,31
34.01,-118.21000000000001,9,25
34.01,-118.21000000000001,10,37
34.01,-118.21000000000001,11,34
34.01,-118.21000000000001,12,53
34.01,-118.21000000000001,13,42
34.01,-118.21000000000001,14,44
34.01,-118.21000000000001,15,48
34.01,-118.21000000000001,16,49
34.01,-118.21000000000001,17,52
34.01,-118.21000000000001,18,47
34.01,-118.21000000000001,19,45
34.01,-118.21000000000001,20,57
34.01,-118.21000000000001,21,37
34.01,-118.21000000000001,22,35
34.01,-118.21000000000001,23,32
34.01,-118.2,0,14
34.01,-118.2,1,10
34.01,-118.2,2,12
34.01,-118.2,3,12
34.01,-118.2,4,4
34.01,-118.2,5,5
34.01,-118.2,6,7
34.01,-118.2,7,13
34.01,-118.2,8,11
34.01,-118.2,9,5
34.01,-118.2,10,13
34.01,-118.2,11,12
34.01,-118.2,12,19
34.01,-118.2,13,20
34.01,-118.2,14,15
34.01,-118.2,15,12
34.01,-118.2,16,15
34.01,-118.2,17,10
34.01,-118.2,18,19
34.01,-118.2,19,19
34.01,-118.2,20,21
34.01,-118.2,21,21
34.01,-118.2,22,11
34.01,-118.2,23,17
34.02,-118.53,14,1
34.02,-118.53,17,1
34.02,-118.52,0,9
34.02,-118.52,1,3
34.02,-118.52,2,1
34.02,-118.52,3,1
34.02,-118.52,4,2
34.02,-118.52,5,2
34.02,-118.52,6,4
34.02,-118.52,7,6
34.02,-118.52,8,2
34.02,-118.52,9,11
34.02,-118.52,10,4
34.02,-118.52,11,4
34.02,-118.52,12,10
34.02,-118.52,13,8
34.02,-118.52,14,6
34.02,-118.52,15,6
34.02,-118.52,16,14
34.02,-118.52,17,5
34.02,-118.52,18,4
34.02,-118.52,19,6
34.02,-118.52,20,12
34.02,-118.52,21,7
34.02,-118.52,22,3
34.02,-118.52,23,6
34.02,-118.46000000000001,0,9
34.02,-118.46000000000001,1,4
34.02,-118.46000000000001,2,3
34.02,-118.46000000000001,3,6
34.02,-118.46000000000001,4,2
34.02,-118.46000000000001,5,5
34.02,-118.46000000000001,6,1
34.02,-118.46000000000001,7,2
34.02,-118.46000000000001,8,7
34.02,-118.46000000000001,9,4
34.02,-118.46000000000001,10,3
34.02,-118.46000000000001,11,10
34.02,-118.46000000000001,12,7
34.02,-118.46000000000001,13,13
34.02,-118.46000000000001,14,8
34.02,-118.46000000000001,15,15
34.02,-118.46000000000001,16,6
34.02,-118.46000000000001,17,10
34.02,-118.46000000000001,18,15
34.02,-118.46000000000001,19,12
34.02,-118.46000000000001,20,9
34.02,-118.46000000000001,21,10
34.02,-118.46000000000001,22,9
34.02,-118.46000000000001,23,9
34.02,-118.45,0,23
34.02,-118.45,1,15
34.02,-118.45,2,23
34.02,-118.45,3,17
34.02,-118.45,4,14
34.02,-118.45,5,17
34.02,-118.45,6,22
34.02,-118.45,7,17
34.02,-118.45,8,29
34.02,-118.45,9,27
34.02,-118.45,10,21
34.02,-118.45,11,26
34.02,-118.45,12,37
34.02,-118.45,13,32
34.02,-118.45,14,22
34.02,-118.45,15,30
34.02,-118.45,16,21
34.02,-118.45,17,48
34.02,-118.45,18,38
34.02,-118.45,19,35
34.02,-118.45,20,25
34.02,-118.45,21,32
34.02,-118.45,22,35
34.02,-118.45,23,31
34.02,-118.44,0,28
34.02,-118.44,1,25
34.02,-118.44,2,29
34.02,-118.44,3,16
34.02,-118.44,4,11
34.02,-118.44,5,12
34.02,-118.44,6,12
34.02,-118.44,7,20
34.02,-118.44,8,26
34.02,-118.44,9,32
34.02,-118.44,10,32
34.02,-118.44,11,26
34.02,-118.44,12,53
34.02,-118.44,13,33
34.02,-118.44,14,34
34.02,-118.44,15,55
34.02,-118.44,16,48
34.02,-118.44,17,47
34.02,-118.44,18,42
34.02,-118.44,19,33
34.02,-118.44,20,53
34.02,-118.44,21,39
34.02,-118.44,22,35
34.02,-118.44,23,30
34.02,-118.43,0,33
34.02,-118.43,1,33
34.02,-118.43,2,19
34.02,-118.43,3,25
34.02,-118.43,4,19
34.02,-118.43,5,18
34.02,-118.43,6,23
34.02,-118.43,7,26
34.02,-118.43,8,42
34.02,-118.43,9,33
34.02,-118.43,10,49
34.02,-118.43,11,58
34.02,-118.43,12,68
34.02,-118.43,13,54
34.02,-118.43,14,55
34.02,-118.43,15,59
34.02,-118.43,16,61
34.02,-118.43,17,78
34.02,-118.43,18,66
34.02,-118.43,19,59
34.02,-118.43,20,75
34.02,-118.43,21,60
34.02,-118.43,22,49
34.02,-118.43,23,53
34.02,-118.42,0,52
34.02,-118.42,1,40
34.02,-118.42,2,31
34.02,-118.42,3,33
34.02,-118.42,4,37
34.02,-118.42,5,29
34.02,-118.42,6,20
34.02,-118.42,7,42
34.02,-118.42,8,60
34.02,-118.42,9,45
34.02,-118.42,10,39
34.02,-118.42,11,54
34.02,-118.42,12,90
34.02,-118.42,13,58
34.02,-118.42,14,56
34.02,-118.42,15,84
34.02,-118.42,16,77
34.02,-118.42,17,83
34.02,-118.42,18,90
34.02,-118.42,19,84
34.02,-118.42,20,95
34.02,-118.42,21,95
34.02,-118.42,22,74
34.02,-118.42,23,63
34.02,-118.41,0,90
34.02,-118.41,1,62
34.02,-118.41,2,55
34.02,-118.41,3,51
34.02,-118.41,4,37
34.02,-118.41,5,57
34.02,-118.41,6,60
34.02,-118.41,7,61
34.02,-118.41,8,80
34.02,-118.41,9,87
34.02,-118.41,10,93
34.02,-118.41,11,90
34.02,-118.41,12,190
34.02,-118.41,13,104
34.02,-118.41,14,109
34.02,-118.41,15,123
34.02,-118.41,16,125
34.02,-118.41,17,137
34.02,-118.41,18,152
34.02,-118.41,19,142
34.02,-118.41,20,148
34.02,-118.41,21,130
34.02,-118.41,22,134
34.02,-118.41,23,111
34.02,-118.4,0,27
34.02,-118.4,1,29
34.02,-118.4,2,18
34.02,-118.4,3,17
34.02,-118.4,4,19
34.02,-118.4,5,16
34.02,-118.4,6,16
34.02,-118.4,7,21
34.02,-118.4,8,31
34.02,-118.4,9,20
34.02,-118.4,10,50
34.02,-118.4,11,40
34.02,-118.4,12,91
34.02,-118.4,13,49
34.02,-118.4,14,47
34.02,-118.4,15,42
34.02,-118.4,16,46
34.02,-118.4,17,62
34.02,-118.4,18,48
34.02,-118.4,19,48
34.02,-118.4,20,44
34.02,-118.4,21,59
34.02,-118.4,22,50
34.02,-118.4,23,47
34.02,-118.39,0,3
34.02,-118.39,1,3
34.02,-118.39,2,2
34.02,-118.39,3,5
34.02,-118.39,4,2
34.02,-118.39,5,1
34.02,-118.39,6,2
34.02,-118.39,7,7
34.02,-118.39,8,6
34.02,-118.39,9,16
34.02,-118.39,10,14
34.02,-118.39,11,14
34.02,-118.39,12,25
34.02,-118.39,13,20
34.02,-118.39,14,14
34.02,-118.39,15,24
34.02,-118.39,16,22
34.02,-118.39,17,17
34.02,-118.39,18,25
34.02,-118.39,19,17
34.02,-118.39,20,8
34.02,-118.39,21,10
34.02,-118.39,22,5
34.02,-118.39,23,7
34.02,-118.38,0,30
34.02,-118.38,1,12
34.02,-118.38,2,11
34.02,-118.38,3,7
34.02,-118.38,4,4
34.02,-118.38,5,12
34.02,-118.38,6,29
34.02,-118.38,7,30
34.02,-118.38,8,63
34.02,-118.38,9,58
34.02,-118.38,10,51
34.02,-118.38,11,56
34.02,-118.38,12,81
34.02,-118.38,13,88
34.02,-118.38,14,75
34.02,-118.38,15,77
34.02,-118.38,16,63
34.02,-118.38,17,45
34.02,-118.38,18,63
34.02,-118.38,19,50
34.02,-118.38,20,42
34.02,-118.38,21,50
34.02,-118.38,22,25
34.02,-118.38,23,28
34.02,-118.37,0,44
34.02,-118.37,1,29
34.02,-118.37,2,35
34.02,-118.37,3,17
34.02,-118.37,4,17
34.02,-118.37,5,11
34.02,-118.37,6,23
34.02,-118.37,7,43
34.02,-118.37,8,35
34.02,-118.37,9,54
34.02,-118.37,10,51
34.02,-118.37,11,77
34.02,-118.37,12,88
34.02,-118.37,13,63
34.02,-118.37,14,69
